Shimmer_8280_Timestamp_Unix_CAL,Shimmer_8280_Accel_LN_X_CAL,Shimmer_8280_Accel_LN_Y_CAL,Shimmer_8280_Accel_LN_Z_CAL,Shimmer_8280_GSR_Range_CAL,Shimmer_8280_GSR_Skin_Conductance_CAL,Shimmer_8280_GSR_Skin_Resistance_CAL,Shimmer_8280_Gyro_X_CAL,Shimmer_8280_Gyro_Y_CAL,Shimmer_8280_Gyro_Z_CAL,Shimmer_8280_Mag_X_CAL,Shimmer_8280_Mag_Y_CAL,Shimmer_8280_Mag_Z_CAL,Shimmer_8280_Pressure_BMP280_CAL,Shimmer_8280_Temperature_BMP280_CAL,adjusted_time
1726836054135.8645,2.8260869565217392,2.760869565217391,11.271739130434783,3.0,0.43756243756243757,2285.388127853881,-7.572519083969465,0.7633587786259541,1.7557251908396947,-0.2848575712143928,-0.0239880059970015,0.1454272863568216,99.59789787310717,22.25598996282206,2024-09-20 14:40:54.135864576+02:00
1726836054155.3955,2.8043478260869565,2.75,11.304347826086957,3.0,0.43756243756243757,2285.388127853881,-7.1603053435114505,1.1755725190839694,1.4045801526717556,-0.28785607196401797,-0.013493253373313342,0.1454272863568216,99.59789787310717,22.25598996282206,2024-09-20 14:40:54.155395584+02:00
1726836054174.9268,2.793478260869565,2.75,11.271739130434783,0.0,1.4396880068521862,694.5949367088606,-7.49618320610687,1.2213740458015268,1.465648854961832,-0.28785607196401797,-0.008995502248875561,0.14692653673163417,99.59789787310717,22.25598996282206,2024-09-20 14:40:54.174926848+02:00
1726836054194.458,2.7717391304347827,2.782608695652174,11.304347826086957,0.0,1.4396880068521862,694.5949367088606,-7.465648854961832,0.9770992366412213,1.4198473282442747,-0.2908545727136432,-0.008995502248875561,0.14392803598200898,99.60060583452916,22.25598996282206,2024-09-20 14:40:54.194458112+02:00
1726836054213.9893,2.793478260869565,2.7391304347826084,11.304347826086957,0.0,1.4396880068521862,694.5949367088606,-7.938931297709924,1.3587786259541985,1.2061068702290076,-0.29685157421289354,-0.0074962518740629685,0.14692653673163417,99.59518991421092,22.25598996282206,2024-09-20 14:40:54.213989376+02:00
1726836054233.5205,2.782608695652174,2.7717391304347827,11.304347826086957,0.0,1.4396880068521862,694.5949367088606,-7.297709923664121,1.3129770992366412,1.4809160305343512,-0.29535232383808097,-0.01649175412293853,0.14842578710644677,99.59518991421092,22.25598996282206,2024-09-20 14:40:54.233520384+02:00
1726836054253.0518,2.793478260869565,2.7717391304347827,11.293478260869565,0.0,1.4396880068521862,694.5949367088606,-7.755725190839694,1.465648854961832,1.297709923664122,-0.2848575712143928,-0.026986506746626684,0.14842578710644677,99.59789787310717,22.25598996282206,2024-09-20 14:40:54.253051648+02:00
1726836054272.583,2.760869565217391,2.7717391304347827,11.304347826086957,1.0,1.421806996719889,703.3303411131058,-7.526717557251908,1.297709923664122,1.4961832061068703,-0.2833583208395802,-0.0239880059970015,0.1454272863568216,99.59248195784038,22.25598996282206,2024-09-20 14:40:54.272582912+02:00
1726836054292.1145,2.7391304347826084,2.75,11.315217391304348,1.0,1.421806996719889,703.3303411131058,-7.419847328244274,1.3129770992366412,1.7251908396946565,-0.2848575712143928,-0.02848575712143928,0.14692653673163417,99.59248195784038,22.25598996282206,2024-09-20 14:40:54.292114432+02:00
1726836054311.6455,2.782608695652174,2.75,11.315217391304348,1.0,1.421806996719889,703.3303411131058,-7.3893129770992365,1.2519083969465647,1.6946564885496183,-0.28785607196401797,-0.010494752623688156,0.14692653673163417,99.58977400399563,22.25598996282206,2024-09-20 14:40:54.311645440+02:00
1726836054331.1768,2.8152173913043477,2.7717391304347827,11.26086956521739,1.0,1.421806996719889,703.3303411131058,-7.816793893129771,0.7786259541984732,1.7557251908396947,-0.2848575712143928,-0.014992503748125937,0.1454272863568216,99.58977400399563,22.25598996282206,2024-09-20 14:40:54.331176704+02:00
1726836054350.708,2.793478260869565,2.75,11.358695652173912,1.0,1.421806996719889,703.3303411131058,-8.030534351145038,1.3740458015267174,1.4961832061068703,-0.29235382308845576,-0.01199400299850075,0.14692653673163417,99.58977400399563,22.25598996282206,2024-09-20 14:40:54.350707968+02:00
1726836054370.2393,2.7391304347826084,2.75,11.271739130434783,2.0,1.419047619047619,704.6979865771813,-7.7251908396946565,0.8702290076335878,1.9389312977099236,-0.2908545727136432,-0.008995502248875561,0.1409295352323838,99.59518991421092,22.25598996282206,2024-09-20 14:40:54.370239232+02:00
