timestamp,x,y,z
1726836847207,-0.23211208,6.5661397,7.4826236
1726836847282,-0.22254045,6.716893,7.4371586
1726836847301,-0.24168372,6.6235695,7.420408
1726836847320,-0.22493336,6.458459,7.4395514
1726836847338,-0.2943277,6.5422106,7.6118407
1726836847358,-0.24168372,6.824574,7.549625
1726836847377,-0.22014755,6.7049284,7.5113387
1726836847396,-0.234505,6.637927,7.4132295
1726836847415,-0.21057591,6.6020336,7.496981
1726836847433,-0.22254045,6.637927,7.5328746
1726836847452,-0.2368979,6.6020336,7.5663753
1726836847471,-0.22971918,6.544604,7.5400534
1726836847489,-0.21536173,6.513496,7.5352674
1726836847508,-0.25364825,6.558961,7.5017667
1726836847527,-0.2392908,6.6211767,7.480231
1726836847546,-0.28475606,6.6474986,7.4898024
1726836847564,-0.24646953,6.6977496,7.5113387
1726836847583,-0.24407662,6.695357,7.542446
1726836847602,-0.21536173,6.6714277,7.4874096
1726836847621,-0.18664683,6.5924616,7.4323726
1726836847639,-0.20339718,6.6498914,7.4012647
1726836847658,-0.19382556,6.5924616,7.449123
1726836847677,-0.27757734,6.587676,7.475445
1726836847696,-0.24886245,6.690571,7.518517
1726836847714,-0.2632199,6.695357,7.528089
1726836847734,-0.2057901,6.6666417,7.461087
1726836847753,-0.25125536,6.5709257,7.420408
1726836847772,-0.234505,6.4680305,7.523303
1726836847791,-0.22014755,6.551782,7.592697
1726836847809,-0.234505,6.669035,7.4898024
1726836847828,-0.2057901,6.5852833,7.5448394
1726836847847,-0.19382556,6.5278535,7.50416
1726836847865,-0.19143265,6.590069,7.42998
1726836847884,-0.21536173,6.5493894,7.453909
1726836847903,-0.22732627,6.563747,7.65252
1726836847922,-0.25604117,6.6594634,7.554411
1726836847940,-0.2584341,6.6020336,7.422801
1726836847959,-0.28475606,6.633141,7.602269
1726836847978,-0.27039862,6.8365383,7.547232
1726836847997,-0.21057591,6.609212,7.6405554
1726836848015,-0.21536173,6.6020336,7.5879116
1726836848034,-0.22493336,6.613998,7.2457256
1726836848053,-0.24407662,6.30292,7.4563017
1726836848072,-0.24886245,6.420172,7.5711613
1726836848090,-0.28954187,6.5469966,7.686021
1726836848110,-0.21775463,6.5733185,7.5831256
1726836848129,-0.19621846,6.535032,7.585519
1726836848148,-0.24646953,6.5278535,7.5591965
1726836848167,-0.22732627,6.611605,7.5903044
1726836848185,-0.234505,6.637927,7.5615897
1726836848204,-0.22493336,6.5972476,7.5161242
1726836848223,-0.22014755,6.5469966,7.5089455
1726836848241,-0.24886245,6.389065,7.542446
1726836848260,-0.22732627,6.5039244,7.6261983
1726836848279,-0.19621846,6.6020336,7.6118407
1726836848298,-0.22971918,6.511103,7.623805
1726836848316,-0.24646953,6.6235695,7.5568037
1726836848335,-0.25125536,6.556568,7.4898024
1726836848354,-0.19621846,6.482388,7.5711613
1726836848373,-0.21296883,6.551782,7.5711613
1726836848391,-0.23211208,6.5541754,7.6190195
1726836848410,-0.234505,6.6283555,7.5663753
1726836848429,-0.2656128,6.5469966,7.525696
1726836848448,-0.21057591,6.532639,7.530482
1726836848466,-0.17228939,6.456066,7.549625
1726836848485,-0.18903974,6.389065,7.5711613
1726836848504,-0.2392908,6.396243,7.5376606
1726836848523,-0.27279153,6.4417086,7.6166263
1726836848541,-0.2584341,6.4680305,7.609448
1726836848560,-0.19861138,6.4799953,7.623805
1726836848579,-0.24407662,6.401029,7.623805
1726836848598,-0.27997026,6.4153867,7.6692705
1726836848616,-0.2584341,6.506317,7.786523
1726836848635,-0.27997026,6.6977496,7.683628
1726836848654,-0.2392908,6.4153867,7.6453414
1726836848673,-0.19143265,6.4488873,7.4634805
1726836848691,-0.2680057,6.396243,7.4898024
1726836848710,-0.20339718,6.3388133,7.6070547
1726836848729,-0.2368979,6.506317,7.659699
1726836848748,-0.19621846,6.458459,7.7003784
1726836848766,-0.13878867,6.384279,7.678842
1726836848785,-0.18903974,6.3603497,7.6453414
1726836848804,-0.2057901,6.4153867,7.630984
1726836848823,-0.17468229,6.4441013,7.542446
1726836848841,-0.2057901,6.4943523,7.5663753
1726836848860,-0.21775463,6.475209,7.6261983
1726836848879,-0.22493336,6.4225655,7.5639825
1726836848898,-0.19382556,6.4704237,7.6261983
1726836848916,-0.21296883,6.5254602,7.5663753
1726836848936,-0.23211208,6.6235695,7.496981
1726836848955,-0.22732627,6.5972476,7.5903044
1726836848974,-0.2057901,6.544604,7.748236
1726836848993,-0.18186101,6.7312503,7.6190195
1726836849011,-0.17468229,6.690571,7.542446
1726836849030,-0.25364825,6.487174,7.530482
1726836849049,-0.28236315,6.5039244,7.542446
1726836849067,-0.28714898,6.484781,7.6261983
1726836849086,-0.27279153,6.561354,7.597483
1726836849105,-0.21057591,6.6498914,7.5376606
1726836849124,-0.22254045,6.65707,7.549625
1726836849142,-0.19621846,6.688178,7.4898024
1726836849161,-0.23211208,6.719286,7.441944
1726836849180,-0.21536173,6.767144,7.386907
1726836849199,-0.21296883,6.7551794,7.4036574
1726836849217,-0.24886245,6.7719297,7.386907
1726836849236,-0.21775463,6.738429,7.396479
1726836849255,-0.27279153,6.7527866,7.418015
1726836849274,-0.18664683,6.7791085,7.4060507
1726836849292,-0.20339718,6.8867893,7.293584
1726836849312,-0.21775463,6.8054304,7.2720475
1726836849331,-0.13400285,6.712107,7.286405
1726836849350,-0.19382556,6.8102164,7.341442
1726836849369,-0.17946811,6.843717,7.3821216
1726836849387,-0.22254045,6.882004,7.4395514
1726836849406,-0.17707519,6.8915753,7.4060507
1726836849425,-0.16511066,6.8413243,7.3534064
1726836849443,-0.16032484,6.7527866,7.317513
1726836849462,-0.21296883,6.781502,7.274441
1726836849481,-0.2392908,6.716893,7.274441
1726836849500,-0.208183,6.7240715,7.341442
1726836849518,-0.15793194,6.762358,7.420408
1726836849537,-0.24407662,6.8221807,7.410836
1726836849556,-0.2656128,6.8796105,7.4275866
1726836849575,-0.22254045,6.795859,7.370157
1726836849593,-0.27039862,6.7551794,7.4850163
