Shimmer_8280_Timestamp_Unix_CAL,Shimmer_8280_Accel_LN_X_CAL,Shimmer_8280_Accel_LN_Y_CAL,Shimmer_8280_Accel_LN_Z_CAL,Shimmer_8280_GSR_Range_CAL,Shimmer_8280_GSR_Skin_Conductance_CAL,Shimmer_8280_GSR_Skin_Resistance_CAL,Shimmer_8280_Gyro_X_CAL,Shimmer_8280_Gyro_Y_CAL,Shimmer_8280_Gyro_Z_CAL,Shimmer_8280_Mag_X_CAL,Shimmer_8280_Mag_Y_CAL,Shimmer_8280_Mag_Z_CAL,Shimmer_8280_Pressure_BMP280_CAL,Shimmer_8280_Temperature_BMP280_CAL,adjusted_time
1726836553051.6355,5.913043478260869,5.076086956521739,9.880434782608695,1.0,9.845439113731798,101.5698729582577,-7.7251908396946565,0.48854961832061067,1.648854961832061,-0.35532233883058467,-0.10194902548725637,0.28785607196401797,99.55998667840248,22.25598996282206,2024-09-20 14:49:13.051635456+02:00
1726836553071.167,5.934782608695652,5.08695652173913,9.847826086956522,1.0,9.845439113731798,101.5698729582577,-7.419847328244274,0.22900763358778625,1.7251908396946565,-0.34632683658170915,-0.10044977511244378,0.280359820089955,99.55727875486667,22.25598996282206,2024-09-20 14:49:13.071166976+02:00
1726836553090.6982,5.923913043478261,5.108695652173913,9.869565217391305,0.0,2.861152114883459,349.5095541401273,-7.435114503816793,0.48854961832061067,1.4809160305343512,-0.3538230884557721,-0.10194902548725637,0.2908545727136432,99.55998667840248,22.25598996282206,2024-09-20 14:49:13.090698240+02:00
1726836553110.2295,5.913043478260869,5.076086956521739,9.847826086956522,0.0,2.861152114883459,349.5095541401273,-7.694656488549618,0.7633587786259541,1.816793893129771,-0.35082458770614694,-0.10494752623688156,0.29535232383808097,99.5545708338566,22.25598996282206,2024-09-20 14:49:13.110229504+02:00
1726836553129.7607,5.923913043478261,5.08695652173913,9.880434782608695,0.0,2.861152114883459,349.5095541401273,-7.786259541984733,0.3969465648854962,1.6030534351145038,-0.34632683658170915,-0.11094452773613193,0.2908545727136432,99.55727875486667,22.25598996282206,2024-09-20 14:49:13.129760768+02:00
1726836553149.292,5.923913043478261,5.08695652173913,9.869565217391305,0.0,2.861152114883459,349.5095541401273,-7.923664122137405,0.5343511450381679,1.7404580152671756,-0.3538230884557721,-0.10794602698650674,0.2908545727136432,99.55998667840248,22.25598996282206,2024-09-20 14:49:13.149292032+02:00
1726836553168.8232,5.934782608695652,5.065217391304348,9.869565217391305,0.0,2.861152114883459,349.5095541401273,-7.679389312977099,0.564885496183206,1.5267175572519083,-0.35082458770614694,-0.11244377811094453,0.2863568215892054,99.55998667840248,22.25598996282206,2024-09-20 14:49:13.168823296+02:00
1726836553188.3545,5.923913043478261,5.0978260869565215,9.880434782608695,1.0,2.8104299881303363,355.8174386920981,-7.465648854961832,0.6106870229007634,1.6946564885496183,-0.34782608695652173,-0.11244377811094453,0.2833583208395802,99.54915499941373,22.25598996282206,2024-09-20 14:49:13.188354560+02:00
1726836553207.8855,5.934782608695652,5.08695652173913,9.880434782608695,1.0,2.8104299881303363,355.8174386920981,-7.557251908396946,0.47328244274809156,1.3893129770992365,-0.3448275862068965,-0.10494752623688156,0.2863568215892054,99.5545708338566,22.25598996282206,2024-09-20 14:49:13.207885568+02:00
1726836553227.417,5.913043478260869,5.08695652173913,9.880434782608695,1.0,2.8104299881303363,355.8174386920981,-7.374045801526718,0.7480916030534351,1.648854961832061,-0.35532233883058467,-0.10944527736131934,0.29235382308845576,99.5545708338566,22.25598996282206,2024-09-20 14:49:13.227417088+02:00
1726836553246.9482,5.923913043478261,5.08695652173913,9.869565217391305,1.0,2.8104299881303363,355.8174386920981,-7.2824427480916025,0.9770992366412213,1.6030534351145038,-0.35982008995502246,-0.10494752623688156,0.29685157421289354,99.5545708338566,22.25598996282206,2024-09-20 14:49:13.246948352+02:00
1726836553266.4795,5.923913043478261,5.08695652173913,9.869565217391305,1.0,2.8104299881303363,355.8174386920981,-7.633587786259541,0.7480916030534351,1.648854961832061,-0.3493253373313343,-0.09895052473763118,0.2848575712143928,99.55727875486667,22.25598996282206,2024-09-20 14:49:13.266479616+02:00
1726836553286.0107,5.9021739130434785,5.08695652173913,9.858695652173912,2.0,2.8036630036630035,356.6762477136138,-7.541984732824427,0.6870229007633587,1.9389312977099236,-0.35082458770614694,-0.10644677661169415,0.2908545727136432,99.5545708338566,22.25598996282206,2024-09-20 14:49:13.286010624+02:00
1726836553305.542,5.923913043478261,5.076086956521739,9.83695652173913,2.0,2.8036630036630035,356.6762477136138,-7.190839694656488,0.7480916030534351,1.7099236641221374,-0.3493253373313343,-0.11094452773613193,0.2908545727136432,99.55186291537228,22.25598996282206,2024-09-20 14:49:13.305541888+02:00
