timestamp,sample
1726836314767,376
1726836315743,904
1726836316702,960
1726836317639,928
1726836318551,936
1726836319519,968
1726836320511,992
1726836321504,992
1726836322487,984
1726836323487,1000
1726836324503,1016
1726836325502,992
1726836326502,1008
1726836327502,1000
1726836328487,984
1726836329440,952
1726836330359,920
1726836331254,904
1726836332158,896
1726836333046,888
1726836333943,896
1726836334847,904
1726836335790,944
1726836336742,952
1726836337702,960
1726836338679,984
1726836339662,984
1726836340647,976
1726836341607,960
1726836342551,944
1726836343494,952
1726836344431,936
1726836345351,920
1726836346254,896
1726836347151,896
1726836348063,920
1726836348998,928
1726836349950,960
1726836350903,944
1726836351840,936
1726836352767,928
1726836353687,920
1726836354582,904
1726836355479,888
1726836356366,888
1726836357271,904
1726836358175,904
1726836359063,888
1726836359950,888
1726836360822,872
1726836361696,880
1726836362592,888
1726836363494,904
1726836364414,920
1726836365311,896
1726836366206,896
1726836367103,896
1726836368015,912
1726836368910,896
1726836369790,888
1726836370670,880
1726836371534,856
1726836372391,864
1726836373286,888
1726836374214,928
1726836375144,928
1726836376046,912
1726836376958,904
1726836377870,912
1726836378775,912
1726836379679,920
1726836380582,880
1726836381502,920
1726836382422,920
1726836383359,936
1726836384303,944
1726836385247,944
1726836386191,952
1726836387126,952
1726836388038,896
1726836388943,896
1726836389830,888
1726836390727,896
1726836391655,928
1726836392630,984
1726836393614,976
1726836394592,976
1726836395567,976
1726836396527,960
1726836397471,944
1726836398391,928
1726836399311,912
1726836400224,936
1726836401119,872
1726836402016,904
1726836402927,904
1726836403847,920
1726836404767,928
1726836405742,968
1726836406719,976
1726836407687,968
1726836408630,952
1726836409568,928
1726836410487,920
1726836411406,920
1726836412319,920
1726836413254,928
1726836414135,888
1726836415015,872
1726836415927,912
1726836416830,912
1726836417775,936
1726836418742,968
1726836419727,984
1726836420704,976
1726836421655,952
1726836422591,936
1726836423520,936
1726836424455,928
1726836425391,936
1726836426319,928
1726836427238,920
1726836428151,912
1726836429055,912
1726836429975,920
1726836430927,944
1726836431887,960
1726836432830,952
1726836433807,968
1726836434767,968
1726836435710,936
1726836436655,944
1726836437574,928
1726836438471,896
1726836439359,880
1726836440254,896
1726836441166,912
1726836442095,928
1726836443030,936
1726836443968,936
1726836444887,920
1726836445838,952
1726836446782,952
1726836447735,944
1726836448670,936
1726836449614,944
1726836450528,912
1726836451414,888
1726836452311,896
1726836453206,904
1726836454127,936
1726836455023,880
1726836455935,912
1726836456878,936
1726836457847,968
1726836458838,992
1726836459807,968
1726836460750,944
1726836461687,936
1726836462630,944
1726836463559,928
1726836464482,920
1726836465422,944
1726836466367,944
1726836467311,952
1726836468263,944
1726836469198,944
1726836470112,904
1726836471023,920
1726836471943,912
1726836472855,912
1726836473767,912
1726836474647,880
1726836475519,880
1726836476422,896
1726836477327,912
1726836478238,912
1726836479158,912
1726836480078,920
1726836480975,896
1726836481855,880
1726836482735,880
1726836483607,872
1726836484462,856
1726836485319,856
1726836486151,840
1726836486983,824
1726836487815,832
1726836488655,840
1726836489487,832
1726836490336,856
1726836491191,856
1726836492071,872
1726836492943,880
1726836493822,872
1726836494679,856
1726836495527,848
1726836496343,824
1726836497151,832
1726836497950,768
1726836498719,792
1726836499502,760
1726836500271,776
1726836501055,776
1726836501847,792
