timestamp,x,y,z
1726835744323,-122.11762,294.98697,-7.5911775
1726835744398,-122.26662,296.07474,-7.3973527
1726835744417,-121.01246,292.946,-7.399627
1726835744436,-123.779076,294.7079,-10.152865
1726835744454,-122.41867,294.2418,-7.721253
1726835744473,-124.138756,296.10986,-8.92063
1726835744492,-121.107544,291.88562,-8.708447
1726835744511,-118.9279,294.19693,-6.070356
1726835744529,-121.28043,296.72778,-5.3255935
1726835744548,-120.03396,295.19733,-4.76412
1726835744567,-119.93841,297.0184,-6.124181
1726835744586,-124.14949,294.78745,-8.874604
1726835744604,-121.11775,295.36313,-6.2695227
1726835744623,-122.1827,295.53284,-7.213605
1726835744642,-121.491974,296.48224,-6.6293726
1726835744661,-121.28087,296.4479,-6.4966884
1726835744679,-121.12717,295.36115,-6.550183
1726835744698,-120.84113,295.06274,-5.3433123
1726835744717,-121.806725,296.01395,-6.0093436
1726835744736,-121.113464,295.08423,-7.3002872
1726835744754,-121.85043,294.68463,-6.945627
1726835744773,-121.03469,294.26147,-8.427968
1726835744792,-122.32402,295.02228,-7.583532
1726835744811,-122.865326,293.26495,-7.1904864
1726835744829,-121.07326,293.21298,-8.052823
1726835744848,-120.4211,293.11392,-7.09345
1726835744867,-121.240654,294.57666,-7.249224
1726835744886,-121.11817,295.08325,-7.4406176
1726835744904,-122.22894,296.08264,-6.274712
1726835744923,-121.32589,293.79816,-7.106285
1726835744942,-119.73683,292.46207,-7.4939594
1726835744961,-122.14709,298.18057,-6.8846684
1726835744979,-120.617966,297.67126,-5.5833454
1726835744999,-122.22805,297.12317,-7.7724977
1726835745018,-122.217316,298.4456,-7.8185244
1726835745037,-123.60008,295.22632,-8.660298
1726835745056,-123.0383,294.0679,-8.8694105
1726835745074,-122.424706,292.92038,-7.534896
1726835745093,-122.33904,293.97876,-6.5067368
1726835745112,-117.348724,292.0982,-4.06981
1726835745130,-121.77036,294.70148,-4.560016
1726835745149,-120.09476,295.46432,-5.4173164
1726835745168,-123.92764,296.07553,-8.787946
1726835745187,-120.80093,293.19153,-6.095848
1726835745205,-120.59967,292.87534,-7.414919
1726835745224,-120.08751,293.58618,-7.1521587
1726835745243,-121.90356,293.35333,-8.162571
1726835745262,-121.21711,294.58163,-6.5475736
1726835745280,-122.80396,298.27866,-7.9843717
1726835745299,-121.266846,291.93088,-7.2975006
1726835745318,-119.257996,296.9253,-4.3228273
1726835745337,-121.94245,296.54495,-7.736722
1726835745355,-121.53482,295.71265,-5.223467
1726835745374,-122.39085,293.96786,-8.050367
1726835745393,-122.97104,295.40222,-7.231477
1726835745412,-120.06867,293.59015,-6.590839
1726835745430,-120.34999,293.88947,-7.657379
1726835745449,-122.16429,295.25693,-7.8233795
1726835745468,-121.54642,293.8305,-7.5196295
1726835745487,-119.68031,292.47397,-5.8099985
1726835745505,-122.173706,295.25494,-8.104039
1726835745524,-122.75993,295.36786,-7.098792
1726835745543,-120.861725,293.45853,-6.7490444
1726835745562,-118.66246,292.29434,-6.269217
1726835745580,-120.07513,291.98886,-7.5755806
1726835745599,-122.17032,293.93552,-7.6370225
1726835745618,-122.893906,297.49915,-7.981763
1726835745637,-123.430504,295.74283,-7.448391
1726835745655,-119.01271,293.69827,-4.756322
1726835745674,-120.304115,297.09894,-4.705589
1726835745693,-120.32766,297.094,-5.4072394
1726835745712,-119.93206,294.09967,-6.3612456
1726835745730,-121.33531,293.79617,-7.3869452
1726835745750,-121.40849,295.66046,-7.6167235
1726835745769,-120.01126,294.64255,-6.4046636
1726835745788,-120.57612,292.88028,-6.7132683
1726835745807,-120.57612,292.88028,-6.7132683
1726835745825,-120.146126,295.7333,-5.7898483
1726835745844,-124.96477,295.9713,-10.061143
1726835745863,-121.89403,297.8753,-6.660112
1726835745881,-122.1472,293.66058,-8.106471
1726835745900,-118.73695,292.83823,-6.1723046
1726835745919,-121.90048,296.27402,-7.64485
1726835745938,-121.63462,294.65128,-6.6726127
1726835745956,-121.1653,294.59253,-5.003943
1726835745975,-120.321304,294.1753,-5.6443043
1726835745994,-120.4669,293.94363,-4.9834623
1726835746013,-121.20855,294.02386,-8.609107
1726835746031,-119.48027,295.35736,-5.5805836
1726835746050,-120.58718,295.79803,-6.6165376
1726835746069,-120.69083,295.2954,-5.863824
1726835746088,-121.04457,293.4988,-6.039748
1726835746106,-119.786026,294.6112,-5.850989
1726835746126,-122.48376,294.78766,-7.3436804
1726835746145,-121.056946,295.09613,-5.616327
1726835746164,-119.20969,293.73563,-4.468016
1726835746183,-122.289734,296.34964,-6.927908
1726835746201,-121.874756,298.15912,-4.927693
1726835746220,-121.318115,296.71985,-6.448234
1726835746239,-120.908394,293.7285,-6.9812465
1726835746257,-121.95921,293.90118,-7.5043383
1726835746276,-120.88056,293.45456,-7.3103647
1726835746295,-121.409386,294.6199,-6.118938
1726835746314,-121.31515,295.12054,-7.152312
1726835746332,-119.20879,294.77615,-5.965798
1726835746351,-119.27651,292.68118,-4.9348516
1726835746370,-122.7056,293.4996,-7.430338
1726835746389,-121.81186,295.7331,-7.320772
1726835746407,-123.16713,296.48007,-8.440956
1726835746426,-123.050255,295.9451,-7.274898
1726835746445,-123.103264,299.13376,-7.270039
1726835746464,-121.772,297.6212,-4.182625
1726835746482,-121.05093,296.4175,-5.8026834
1726835746501,-121.047104,295.378,-4.164572
1726835746520,-121.07579,295.09216,-6.177647
1726835746539,-119.46186,295.08145,-6.1903577
1726835746557,-122.20372,293.64868,-9.790432
1726835746576,-121.774185,295.74103,-6.1981316
1726835746595,-120.69379,296.8947,-5.159746
1726835746614,-120.16464,291.48923,-6.4018726
1726835746632,-122.980034,295.68008,-6.341042
1726835746651,-120.28231,295.50363,-4.8483505
1726835746670,-122.24778,296.0787,-6.8360324
1726835746689,-123.25786,299.18,-5.718763
1726835746707,-120.935684,298.80228,-4.2592344
1726835746726,-120.95966,298.51746,-6.1319795
1726835746745,-121.48124,297.80466,-6.675403
1726835746764,-123.04686,294.62567,-6.8078814
1726835746782,-120.72982,293.96707,-6.6597776
1726835746801,-122.20111,295.80875,-6.6038303
1726835746820,-121.609314,296.25653,-5.1265545
1726835746839,-122.961624,295.40417,-6.9508166
1726835746857,-119.58862,294.85376,-4.968196
1726835746876,-119.15874,293.1868,-5.2665787
1726835746895,-123.30374,295.97052,-8.670553
1726835746914,-119.17287,293.1838,-5.687569
1726835746932,-123.14829,296.48404,-7.879636
1726835746952,-120.05158,291.9938,-6.87393
1726835746971,-121.802444,295.73508,-7.040112
1726835746990,-121.62387,295.9737,-6.7186394
1726835747009,-122.75808,301.48813,-5.0325813
1726835747027,-121.27747,295.12848,-6.029671
1726835747046,-121.59562,295.9796,-5.876659
1726835747065,-122.7274,295.0949,-7.28758
1726835747083,-120.181305,293.36542,-4.9476905
1726835747102,-121.14601,295.35718,-7.111503
1726835747121,-121.21536,296.18192,-5.703166
1726835747140,-121.19017,293.26715,-5.3789067
1726835747158,-120.04851,294.9145,-6.3562055
1726835747177,-121.72106,297.07236,-4.981188
1726835747196,-121.87651,296.55884,-5.772101
1726835747215,-121.01368,296.14557,-5.8511415
1726835747233,-122.827194,294.03357,-8.736726
1726835747252,-119.399315,296.41473,-4.692754
1726835747271,-121.79906,294.41565,-6.5730953
1726835747290,-120.949036,295.31982,-7.399809
1726835747308,-120.71142,293.69116,-7.269552
1726835747328,-121.23848,296.45682,-5.2337174
