timestamp,sample
1726836550927,488
1726836551911,960
1726836552887,976
1726836553824,944
1726836554783,952
1726836555743,960
1726836556727,984
1726836557711,984
1726836558727,1016
1726836559759,1040
1726836560783,1024
1726836561816,1032
1726836562831,1016
1726836563839,1000
1726836564799,960
1726836565767,968
1726836566743,976
1726836567727,992
1726836568719,984
1726836569656,936
1726836570551,896
1726836571455,904
1726836572368,912
1726836573295,928
1726836574240,944
1726836575152,912
1726836576039,888
1726836576919,880
1726836577807,888
1726836578711,904
1726836579623,920
1726836580568,944
1726836581543,976
1726836582495,944
1726836583415,920
1726836584327,912
1726836585255,928
1726836586199,944
1726836587159,960
1726836588135,984
1726836589119,976
1726836590072,952
1726836591007,936
1726836591952,944
1726836592895,952
1726836593847,952
1726836594807,952
1726836595767,960
1726836596689,920
1726836597584,896
1726836598463,880
1726836599351,888
1726836600280,928
1726836601255,976
1726836602271,1016
1726836603311,1048
1726836604335,1024
1726836605335,1000
1726836606280,936
1726836607175,896
1726836608047,872
1726836608935,888
1726836609816,888
1726836610719,896
1726836611639,920
1726836612575,944
1726836613535,952
1726836614455,920
1726836615351,896
1726836616231,880
1726836617127,896
1726836618032,912
1726836618960,928
1726836619904,936
1726836620856,952
1726836621816,960
1726836622736,920
1726836623623,888
1726836624495,872
1726836625375,880
1726836626256,880
1726836627159,904
1726836628103,952
1726836629079,976
1726836630039,952
1726836630959,920
1726836631864,904
1726836632776,912
1726836633687,912
1726836634616,928
1726836635559,952
1726836636528,968
1726836637521,984
1726836638471,952
1726836639391,928
1726836640311,912
1726836641240,928
1726836642159,920
1726836643095,944
1726836644032,928
1726836644951,920
1726836645855,904
1726836646776,920
1726836647727,952
1726836648711,984
1726836649727,1024
1726836650751,1016
1726836651759,1016
1726836652752,984
1726836653688,936
1726836654608,920
1726836655528,920
1726836656464,936
1726836657415,960
1726836658415,992
1726836659408,992
1726836660391,984
1726836661343,952
1726836662263,920
1726836663192,936
1726836664127,928
1726836665063,936
1726836666007,944
1726836666975,968
1726836667944,968
1726836668887,944
1726836669791,904
1726836670679,888
1726836671575,896
1726836672471,896
1726836673400,928
1726836674375,984
1726836675391,1016
1726836676415,1024
1726836677400,976
1726836678335,936
1726836679248,920
1726836680159,904
1726836681072,912
1726836681991,928
1726836682935,936
1726836683879,944
1726836684816,936
1726836685751,936
1726836686711,960
1726836687671,968
1726836688639,968
1726836689616,968
1726836690559,944
1726836691471,920
1726836692375,896
1726836693280,904
1726836694192,912
1726836695127,944
1726836696087,952
1726836697047,960
1726836697991,944
1726836698927,936
1726836699879,952
1726836700824,944
1726836701783,960
1726836702743,968
1726836703697,944
1726836704623,928
1726836705551,928
1726836706488,936
1726836707439,952
1726836708408,976
1726836709408,992
1726836710408,1000
1726836711376,968
1726836712303,928
1726836713223,920
1726836714143,928
1726836715095,944
1726836716063,976
1726836717055,992
1726836718055,1000
1726836719039,984
1726836719991,944
1726836720935,944
1726836721879,952
1726836722831,952
1726836723799,960
1726836724783,984
1726836725759,976
1726836726711,952
1726836727647,944
1726836728591,936
1726836729552,960
1726836730535,984
1726836731551,1016
1726836732543,992
1726836733511,968
1726836734463,952
1726836735408,944
1726836736360,960
1726836737312,944
1726836738280,968
1726836739215,936
1726836740135,920
1726836741047,912
1726836741959,912
1726836742904,944
1726836743871,968
1726836744847,984
1726836745816,968
1726836746767,944
1726836747729,968
1726836748727,992
1726836749719,992
1726836750719,1000
1726836751697,976
1726836752631,936
1726836753551,928
1726836754471,912
1726836755408,936
1726836756367,968
1726836757360,992
1726836758367,1000
1726836759335,976
1726836760287,944
1726836761223,944
1726836762159,936
1726836763103,936
1726836764039,936
1726836764975,936
1726836766400,1432
